File	Length	n_contigs	N50	n_CDS
6631_5#8.contigs_velvet.fa	2103456	73	47085	2060
27689_1#102.contigs_velvet.fa	2179557	26	340210	2111
7004_7#50.contigs_velvet.fa	2080762	63	57035	2019
28048_1#128.contigs_velvet.fa	2207422	35	296808	2195
6972_5#21.contigs_velvet.fa	2045431	57	62528	1975
27463_3#56.contigs_velvet.fa	4478443	6909	832	5691
5366_5#9.contigs_velvet.fa	2026213	76	42359	1951
28049_1#158.contigs_velvet.fa	6288928	7029	4201	6699
27689_3#178.contigs_velvet.fa	2090314	30	137302	2065
27689_2#146.contigs_velvet.fa	2118906	29	108767	2074
6830_3#14.contigs_velvet.fa	2047792	67	58253	1990
28157_3#60.contigs_velvet.fa	2152892	21	408242	2142
7038_6#11.contigs_velvet.fa	2155692	61	70114	2146
27535_1#45.contigs_velvet.fa	2119652	33	109045	2085
6840_1#11.contigs_velvet.fa	2136714	82	46231	2099
28354_1#49.contigs_velvet.fa	2096985	20	211506	2054
27754_1#23.contigs_velvet.fa	2732528	1002	55821	2987
7004_6#30.contigs_velvet.fa	2015217	63	59475	1990
27689_3#166.contigs_velvet.fa	1999300	26	190204	1938
27536_3#132.contigs_velvet.fa	2169798	44	121141	2134
7011_6#2.contigs_velvet.fa	2160443	64	63333	2117
6736_5#12.contigs_velvet.fa	2104206	71	63178	2040
27644_5#129.contigs_velvet.fa	2105327	25	174174	2044
27536_3#64.contigs_velvet.fa	2131447	34	150931	2089
27644_5#70.contigs_velvet.fa	2119026	31	108541	2084
6972_5#2.contigs_velvet.fa	2066955	70	70384	2020
27425_7#172.contigs_velvet.fa	3028124	535	469646	3034
28157_1#160.contigs_velvet.fa	2573146	513	101613	2647
7004_6#26.contigs_velvet.fa	2082609	47	75040	2033
6983_5#24.contigs_velvet.fa	2088296	57	70216	2068
27689_1#148.contigs_velvet.fa	2147973	20	250013	2125
7004_8#93.contigs_velvet.fa	2066061	62	70334	2006
28157_1#55.contigs_velvet.fa	2055167	21	261826	2032
28042_1#119.contigs_velvet.fa	2177859	39	134234	2149
27463_4#64.contigs_velvet.fa	2102796	9	1708022	2078
27689_1#125.contigs_velvet.fa	2088714	29	282338	2044
28157_2#47.contigs_velvet.fa	2121939	38	113436	2072
7054_6#12.contigs_velvet.fa	2116744	80	59219	2061
6871_1#6.contigs_velvet.fa	2064541	52	74250	2020
27689_1#53.contigs_velvet.fa	2115316	38	121544	2088
7038_5#11.contigs_velvet.fa	2108394	61	67058	2056
27425_7#34.contigs_velvet.fa	2092385	28	360062	2044
6949_3#19.contigs_velvet.fa	2007593	38	79879	1960
28157_1#106.contigs_velvet.fa	2251034	106	251961	2190
6983_2#5.contigs_velvet.fa	2024705	73	58203	1975
28157_2#81.contigs_velvet.fa	2133967	22	251744	2094
27644_5#80.contigs_velvet.fa	3424702	3052	1723	3728
6805_7#15.contigs_velvet.fa	2139909	72	54615	2081
6938_7#5.contigs_velvet.fa	2172972	59	74075	2106
28157_3#177.contigs_velvet.fa	2117816	34	107325	2073
27859_1#154.contigs_velvet.fa	2128060	15	627909	2083
28049_1#84.contigs_velvet.fa	4203829	3367	3286	4872
6949_1#19.contigs_velvet.fa	2111855	50	87428	2073
6753_1#13.contigs_velvet.fa	2085784	67	84561	2060
27958_1#46.contigs_velvet.fa	2111114	14	375339	2073
6925_5#21.contigs_velvet.fa	2110893	71	57816	2066
6949_3#16.contigs_velvet.fa	2040445	57	71593	1974
6680_5#24.contigs_velvet.fa	2086168	56	74857	2028
28157_1#27.contigs_velvet.fa	2411043	308	52677	2409
6823_5#4.contigs_velvet.fa	2096983	49	69009	2046
27689_1#67.contigs_velvet.fa	2080335	40	135430	2004
27425_7#75.contigs_velvet.fa	2122556	30	142040	2085
28042_1#58.contigs_velvet.fa	2092685	16	249971	2049
6680_8#13.contigs_velvet.fa	2086597	51	72633	2036
7011_4#9.contigs_velvet.fa	2104708	85	47016	2067
5381_1#8.contigs_velvet.fa	2268415	90	58907	2222
7011_3#21.contigs_velvet.fa	2105170	72	53963	2066
28157_1#103.contigs_velvet.fa	2133198	45	178486	2117
7068_4#3.contigs_velvet.fa	2142300	50	86180	2089
6714_8#8.contigs_velvet.fa	2012700	95	46185	1963
6259_6#19.contigs_velvet.fa	2078374	132	32812	2033
27536_3#107.contigs_velvet.fa	2118911	32	108627	2081
27689_3#70.contigs_velvet.fa	2514658	469	628598	2450
27859_1#50.contigs_velvet.fa	2067916	28	168228	2064
7068_4#7.contigs_velvet.fa	2165012	48	72183	2137
27535_1#174.contigs_velvet.fa	2118518	30	126092	2082
27644_5#88.contigs_velvet.fa	2124399	37	103850	2082
27535_1#178.contigs_velvet.fa	2169537	18	405514	2146
27535_1#87.contigs_velvet.fa	2162853	17	355512	2099
6899_7#20.contigs_velvet.fa	2079717	71	63019	2017
6805_3#8.contigs_velvet.fa	2164642	53	71091	2127
7038_5#19.contigs_velvet.fa	2046521	63	77145	1986
6730_3#5.contigs_velvet.fa	2029313	60	74877	1980
28157_3#42.contigs_velvet.fa	2101061	35	221997	2049
27644_5#158.contigs_velvet.fa	2154898	36	150208	2125
6736_4#20.contigs_velvet.fa	2162730	51	73605	2101
6925_8#17.contigs_velvet.fa	2085495	74	56417	2034
27463_4#174.contigs_velvet.fa	2124646	26	143049	2081
28048_1#49.contigs_velvet.fa	2232162	32	214630	2240
6710_8#6.contigs_velvet.fa	2135202	53	68007	2041
6710_8#17.contigs_velvet.fa	2080053	44	83652	2029
27689_2#106.contigs_velvet.fa	2077844	30	118408	2019
6755_4#8.contigs_velvet.fa	2036815	71	48754	1950
6871_1#4.contigs_velvet.fa	2183003	79	56563	2171
27463_3#73.contigs_velvet.fa	2133168	70	261849	2107
6925_7#14.contigs_velvet.fa	2057883	71	48754	1981
6925_3#14.contigs_velvet.fa	2099313	50	71568	2032
6871_2#8.contigs_velvet.fa	2162080	48	102730	2088
27859_1#57.contigs_velvet.fa	2114162	16	313792	2075
6755_5#6.contigs_velvet.fa	2012057	66	65043	1959
27689_4#102.contigs_velvet.fa	2180482	41	148599	2133
6755_5#24.contigs_velvet.fa	2159049	78	55485	2111
27644_5#18.contigs_velvet.fa	2077076	31	118538	2020
5381_1#11.contigs_velvet.fa	1990106	148	34457	1937
6925_8#7.contigs_velvet.fa	2140295	98	52100	2102
5381_3#5.contigs_velvet.fa	2457683	92	58592	2314
6805_2#7.contigs_velvet.fa	2113955	85	53351	2087
7038_6#13.contigs_velvet.fa	2068736	60	62549	2020
6823_4#24.contigs_velvet.fa	2112154	47	79602	2074
6938_5#8.contigs_velvet.fa	2098579	49	82718	2041
28157_1#64.contigs_velvet.fa	2113059	21	402305	2054
6983_3#57.contigs_velvet.fa	2052274	51	84484	1988
6925_5#20.contigs_velvet.fa	2118481	47	94000	2067
27958_1#167.contigs_velvet.fa	2137699	31	136136	2102
27630_2#129.contigs_velvet.fa	2080812	28	141680	2029
7004_6#31.contigs_velvet.fa	2165231	47	107525	2119
6731_3#20.contigs_velvet.fa	2073659	85	45499	2002
6972_3#3.contigs_velvet.fa	2113335	68	60253	2067
6736_4#1.contigs_velvet.fa	2162149	102	47184	2136
27536_3#21.contigs_velvet.fa	2096140	37	160817	2055
27536_3#100.contigs_velvet.fa	3086183	501	65289	3271
6925_6#18.contigs_velvet.fa	2102015	54	86132	2079
27425_7#161.contigs_velvet.fa	2145912	32	235860	2097
28157_1#153.contigs_velvet.fa	2193544	71	262445	2160
6673_8#22.contigs_velvet.fa	2006823	44	69775	1949
6805_5#7.contigs_velvet.fa	2090846	68	55548	2030
28157_1#38.contigs_velvet.fa	2200734	34	153331	2178
6736_6#9.contigs_velvet.fa	2117809	43	127329	2050
28354_1#43.contigs_velvet.fa	2077725	31	118617	2018
27644_5#148.contigs_velvet.fa	2129715	27	151904	2086
27425_7#19.contigs_velvet.fa	2139735	26	189024	2113
28157_1#89.contigs_velvet.fa	2283186	57	184384	2273
7038_4#12.contigs_velvet.fa	2171083	40	107041	2112
6925_5#4.contigs_velvet.fa	2130074	47	108632	2111
7054_6#22.contigs_velvet.fa	2092833	40	108826	2036
27958_1#107.contigs_velvet.fa	2122145	22	207776	2075
6949_4#16.contigs_velvet.fa	2088878	89	48833	2018
6823_4#2.contigs_velvet.fa	2052406	63	66635	1988
7038_4#17.contigs_velvet.fa	2022962	52	64597	1950
6949_2#9.contigs_velvet.fa	2162607	47	77500	2099
6899_5#19.contigs_velvet.fa	2082860	75	44243	2009
27425_7#165.contigs_velvet.fa	2205618	29	131831	2161
27463_3#41.contigs_velvet.fa	2096063	15	210093	2050
6938_7#3.contigs_velvet.fa	2052793	53	76722	1994
28157_1#108.contigs_velvet.fa	2092382	32	206089	2052
6949_3#1.contigs_velvet.fa	2185833	61	80724	2195
6631_5#15.contigs_velvet.fa	2116505	76	56489	2080
28157_3#20.contigs_velvet.fa	2112482	25	238575	2060
6938_8#16.contigs_velvet.fa	2118236	57	71791	2093
27644_5#74.contigs_velvet.fa	2123354	28	108541	2088
7092_6#17.contigs_velvet.fa	2173778	59	64827	2106
7011_3#18.contigs_velvet.fa	2090166	53	67035	2033
28157_1#88.contigs_velvet.fa	2152928	37	140361	2100
27425_7#115.contigs_velvet.fa	2124879	19	455051	2081
6899_5#14.contigs_velvet.fa	2126802	71	61193	2032
28157_3#99.contigs_velvet.fa	3335994	3987	1451	3688
7004_6#44.contigs_velvet.fa	2119061	55	78126	2079
27630_2#18.contigs_velvet.fa	2218817	42	204471	2192
27535_1#75.contigs_velvet.fa	2121082	32	171551	2055
28048_1#142.contigs_velvet.fa	2261238	46	113292	2231
6731_3#13.contigs_velvet.fa	2091639	46	85042	2044
28042_1#160.contigs_velvet.fa	2111835	38	155224	2064
7004_6#39.contigs_velvet.fa	2071447	63	56158	2004
6736_4#12.contigs_velvet.fa	2070952	58	73634	2021
6938_8#15.contigs_velvet.fa	2138194	77	50628	2087
6899_5#4.contigs_velvet.fa	2083761	94	45507	2014
28049_1#30.contigs_velvet.fa	2927563	1203	18800	3375
27644_5#184.contigs_velvet.fa	2117036	29	143175	2081
28048_1#6.contigs_velvet.fa	2075143	29	141748	2020
28049_1#12.contigs_velvet.fa	2138753	32	128819	2099
7038_8#39.contigs_velvet.fa	2035936	71	53422	1963
27536_3#109.contigs_velvet.fa	2039847	34	118690	1971
27425_7#136.contigs_velvet.fa	2201867	48	169173	2157
27689_3#106.contigs_velvet.fa	2073077	41	78727	2019
28049_1#33.contigs_velvet.fa	2118985	31	112619	2080
27689_1#182.contigs_velvet.fa	2218532	31	291323	2159
27630_2#136.contigs_velvet.fa	2125694	10	628944	2085
6938_5#14.contigs_velvet.fa	2147504	70	65302	2139
6938_6#8.contigs_velvet.fa	2079527	78	51563	2005
28048_1#81.contigs_velvet.fa	2102205	21	251929	2048
6823_2#2.contigs_velvet.fa	2098725	51	70051	2042
28157_2#68.contigs_velvet.fa	2108742	21	274095	2055
6805_4#10.contigs_velvet.fa	2040911	58	69152	1971
6972_3#19.contigs_velvet.fa	2045082	59	69842	1966
6731_6#19.contigs_velvet.fa	2034678	87	52736	1914
27463_4#188.contigs_velvet.fa	2136697	30	294272	2068
27535_1#21.contigs_velvet.fa	2078031	37	94388	2018
28157_1#6.contigs_velvet.fa	2103243	21	358923	2061

